Unnamed: 0,file_name,text,Sales,filtered_text,topic
13,SOM_CHS_00295_FA163EF3DB12-1b43-e3615700-3ca63-642a9ad6-c21b5.txt,guten tag name schon darf tun o. nachschauen nee ja konnte aufrufen festnetz nummer normale sim-karte spot gerät bitte buchstabieren mal familienname geburtsdatum bräuchte mal adresse läuft danke schön gucke gerade verbindung seit heute : uhr komplett tot funktioniert gar ja ja gucke mal gerade großraumstörung gemeldet wurde dauert kleinen moment schau gerade kleinen augenblick ja aktuell leider sichtbar seit heute morgen : uhr großraumstörung gemeldet leider leitung störung betroffen deswegen bitte geduld techniker arbeitet daran denke allgemeine störung dauert lange laufe tages problem laufen o. hierzu fragen ja ja nein aktuell gut leider gehen machen . sim-karten o. bedanke schönen tag tschau,0,,2
14,SOM_VYD_00271_FA163ED88855-1bef-bb325700-3c0fa-642aa7a6-39ee7.txt,hallo guten tag heute schon tun lautet bitte sekunde bitte referenz mal bekommen jahr bestellung leider finden angeht lautet nachname vertrag laufen vorname müsste verstanden o. k. geburtsdatum brauche bitte nummer geben system vertragsunterlagen bekommen kurz buchstabieren kurz richtig schaffe brauche bitte kurz vornamen nachnamen wissen sprechen brauche persönliche kundenkennzahl herrn monat kommen monate müssen herrn bitte fragen persönliche kundenkennzahl abgegeben überhaupt zusammen bekommen daten genau tut leid komme daten angeht genau richtig genau ja bitte schön leider bedanke danke schönen tag,0,referenz pp foster,3
15,SOM_VYD_00414_FA163E153AE3-1bb7-40f34700-41a3d-642ae40a-10a32.txt,herzlich willkommen technikerlink name tun hi moment erst mal erst mal kundennummer festnetznummer wünsche finde frau wissen vielleicht -stellige kundenkennzahl kennwort reicht erst adresse ja internet funktioniert störungsfrei festnetz seite lösen homebox router weißen sehen jemand anrufen steht anonym nummern anrufen steht mal anonym rufe festnetz o. müssen wählen probieren geht gespräch versuchen router aktivieren sehen genau sehen funktioniert besten mal anrufen genau paar sekunden auflegen versuchen jemand erreichen . sehen nummer unterdrücken auflegen müssen router wählen ja problem wünsche schönen tag danke,0,technikerlink gisela erreichen. unterdrücken,3
16,SOM_VYD_00321_FA163E22F5B7-1af3-dc014700-41494-642b0a12-2e494.txt,"herzlich willkommen sprechen darf tun schönen guten tag herr , genau , wurden ja router verrechnet nee , schadenersatz zurückgesendet leid gerät , sendung nummer genau sendung nummer bringst ja überprüfen router schon lager eingegangen retourniert wurde . ersten d. h. januar ende januar k. fall leider ebene erstellen deswegen lager überprüft betrag startet kleinen moment auflegen kunde fertig mal tickets gemacht eben mal überprüft eben betrag zurück erstattet klar fragen herr feedback umfrage freuen umfrage teilnehmen skala - : uhr freuen danke schönen abend schöne woche danke wiederhören tschüss",0,hof henning harzer cosa retourniert heil seriennr retourniert monatsticket ebene warenlager alio,3
17,SOM_TPF_00258_FA163EF3DB12-1b43-e3615700-3bc60-642a8a62-a2a8a.txt,herzlich willkommen name systeme darf tun gar internet persönliche kundenkennzahl nennen bitte herr k. augenblick kunde home spot somit sms nummer ja dafür gesprochen brauche bisschen zeit augenblick herr lasse k. sagen umsatz woche internet seit donnerstag o. k. verstehe verstehe frau warter ja mal ganze brauche bisschen zeit o. seit . märz o. k. herr ja ticket erstellt fachabteilung weitergeleitet höchst büro tätig geschrieben höchste beute fall bearbeitet gemacht fragen beantworten einstellung leider störung neue neues störung gemeldet dafür home spot angebot blick verstehe o. k. verstehe verstehe dafür weiterleite denen mobil home spot zuständig dafür weitergeleitet fachabteilung o. danke,0,umsatz warter beute,2
18,SOM_TPF_00331_FA163EF3DB12-1b43-e2e14700-3d894-642ac229-372e6.txt,"herzlich willkommen schön hören name halt immer guck mal tun hallo herr helfen stehen ja bevor bitte anfangen wegen datenschutzgründen erhalten benötige bitte persönliche kundenkennzahl -stellige ganz korrekt vielen dank ja herr helden länder deutschen länder komplett nutzen außerhalb telefonieren natürlich berechnet ja immer zusätzlich fall beispiel januar telefoniert märz januar februar telefoniert märz ja hotline gleiche rufnummer ja , pro minute innerhalb länder ja innerhalb länder ja kostet , pro minute auswahl natürlich verrechnet , ja gerne bitte tun fragen offene wünsche liebend gerne helfen offene fragen aktuell falls offene fragen aktuell bestandskunde steht möglichkeit natürlich partnervertrag bekommen % rabatt d. tarif bekommen immer hälfte preis ja ja ja ja augenblick juli . juli . juli juni ja gerne gute",1,,3
19,SOM_CDA_00292_FA163ED88855-1bef-b9321700-418a3-642a9c38-d1c13.txt,herzlich willkommen name tun o. bräuchte persönliche kundenkennzahl nein die . persönliche kundenkennzahl problem datenschutzgründen dürfen keinerlei informationen geben frau ganze sprechen nein bitte ganz kurz frau chefin sprechen guten tag fing chefin persönliche kundenkennzahl gefunden steht eigentlich vertragsunterlagen finden bräuchte puck puck benötige ja ja bräuchte epping darf schwiegersohn informationen geben natürlich fragen persönliche kundenkennzahl per post hause zukommen lassen bräucher fäng gerne weiterhelfen o. generell anruf o. gesperrt mal gucken vielleicht einschätzung gesperrt hast gesperrt ganz genau gesagt vielleicht einstellungen gemacht versehentlich ganz genau anrufe gesperrt weiterleitung gemacht ja frei eingehende telefonie auskennt telefone erlaubt gesagt schwierigkeiten zero nein mal mal kurz versuchen handy anzurufen ja falls erreichen ja ja wiederhole mal o. gut mal kurz auflegen ja versuchen mal anzurufen mal gucken ja danke gleich,0,fing epping schwiegersohn bräucher fäng einschätzung zero,2
20,SOM_CCX_00320_FA163E153AE3-1bb7-3f731700-3fd4d-642aa32e-d0d4.txt,herzlich willkommen salek darf tun ja ja warten ganz kurz ja herr gabriel ja ja pro ja mobilfunkverträge approach warten ganz gut ja geht vertrag ja geht ja geben bitte handynummer kundennummer kollege nummer kollege immer vertrag beginnt kollege ach vertrag gemacht ja wurde geld abgeschlossen kunde nein kollege kunde ja warten ganz kurz ganz kurz bitte warten gerade bekommen ja adresse bitte schicken beschwerde direkt postalische ja schreibe passiert ja daten freund brauche handynummer kundennummer deswegen gebeten direkt gmbh kümmere darum sorge ja handyvertrag verstanden handyvertrag mobilfunkvertrag läuft name name huge ja ja mail handynummer kollege irgendeine nummer daten kollegen ja nein irgendwas o handynummer festnetz nummer lieber schicke direkt telefonica germany schriftlich per post schreiben kümmere darum ja,0,gabriel approach obst opel huge,2
21,SOM_NBS_00283_FA163E622DEB-1b45-6850d700-3fcd0-642aa2eb-6c088.txt,herzlich willkommen vertragsverlängerungsabteilung tormann helfen kriegen gb beinhaltet brauchen ja günstigsten tarif mal anschauen mögen bezahlen gerade sehe gb monatlich kleinen moment bitte anbieten monatlich frei genau wanners genau genau direkt passieren umstellung dauert tage mal kollegen geschickt überprüfen mal richtig gelaufen ja kleinen bandaufzeichnung geht verlängerung genau verändert gar verlängerung frau möchten raus kommen anrufen schon mal sagen möchten angebot halt einmalig möchten angebot zuschicken tage zeit überlegen ne einfach annehmen perfekt o. schicke angebot raus ja genau genau o. gut angebot rausgeschickt frau heppe hätte anliegen eigener sache gesprächsbewertung bekommen freuen o. k. wünsche schönen tag angenehmen start woche ja danke tschau,0,vertragsverlängerungsabteilung wanners hepp heppe gesprächsbewertung,1
22,SOM_LUB_00424_FA163E22F5B7-1af3-dc014700-4000a-642ad6ff-8ec05.txt,guten tag tarifberatung helfen sagen schauen schnell gemeinsam bräuchte hierzu bitte persönliche kundenkennzahl einmalige kennwort per ganz kleinen moment bitte wären augenblick erhalten per sobald erhalten müssen bitte durchgeben gedulden halt heute schon . mal anrufen leider kleinen moment zeit anspruch nehmen korrekt bedanke schauen mal rein o. sehe vorgefallen online sagten geräte bestellt ja plan insgesamt bestellung auftrag gegeben online bestellung auftrag gegeben online handybestellungen worden abgelehnt handybestellungen gegangen vielleicht drauf geklickt mal passieren halb schlimm direkt beispiel telefonisch stornieren lassen schlimmsten fall wurde schon system system abgelehnt schon abgelehnt insgesamt zweimal iphone pro gibt mal bestellungen gleichen sekunde passiert vermute mal irgendwie richtig geladen drauf gekriegt system bestellung auftrag gegeben jeweils wirklich halb schlimm bestellungen direkt system abgelehnt müssen gedanken bestätigung erhalten wirklich sorgen genau geräte zugesendet bekommen weitere fragen halt länger wünsche schönen tag bleiben gesund danke wiederhören tschüss,0,handybestellungen handybestellungen koltes,2
23,SOM_TPF_00330_FA163E52FD32-1a3b-86be700-42259-642af92a-6b6d6.txt,herzlich willkommen . name darf tun bitte rufnummer entschuldigung ja bitte ja bitte entschuldigen höre ja bitte lautet persönliche kundenkennzahl vertrag bitte na o. sehen leider abgelehnt anbieter teil angabe nachname firma hinterlegt daten überstehen falsch hinterlegt tüxen ja schon schaue kurz : uhr augenblick umfrage bearbeitet kündigen montag freitag straße augenblick bitte richtig import rufnummer bitte rufnummer mal sagen mitgenommen o. k. firma name o. k. anbieter nachname herr stöx richtig o. system leider ändern fachabteilung geben anbieter direkt name geschrieben hinterlegt bearbeitet innerhalb stunden sollten rückmeldung seite bekommen entweder per mail per anruf neue neue funktionieren schaue kurz aha genau momentan ca. stunden dauert rückmeldung bekommen wann ganz genau alte rufnummer portiert weiß leider bearbeitet abteilung deswegen weiß bitte weitere fragen darf tun o. ah gerne bevor auflegen kleines bitte hätte schon kriegen entweder mail sms gespräch bewerten skala - beste note vielen dank schönen tag bleiben bitte gesund danke,0,jona überstehen tüxen ö. stöx xen friedhelm,2
24,SOM_LUB_00295_FA163E22F5B7-1af3-dd817700-3cde4-642acaf0-876df.txt,"schönen guten tag herzlich willkommen sprechen kommt tun schicke entweder vertragsinhaber kleinen moment geht rufnummer gerade juni monate rabatt bekommen genau juni bedeutet juli melden vertragsverlängerung durchführen vertrag kündigen lukratives angebot juni rabatt kleinen moment schaue mal vertrag läuft . juni neuen telekommunikations monat vertragsende melden entweder vertragsverlängerung kündigung entschieden immer portal einloggen registriert genau webseite online.de registrieren daten einstellungen finden persönliche kundenkennzahl schicke per link sieht eigentlich finden könnten zurückgestellt system steht registriert vertrag vielen bekommen schön neuen rabatt juli einfach vertrag lassen beispiel kündigung vertrag ling ab juni , vertrag schon monatlich kündbar laufzeit genau ab juni kurze frage seite sieht familienmitglieder mobilfunk warum frag stehtische nächsten vertrag gute vergünstigung vereinbart nachmittag geht braucht jederzeit melden unbedingt kosten tarif nehmen beispiel gb raussuchen jederzeit melden bedanke schönen tag wünsche",1,t*ssi telekommunikations cases zurückgestellt stehtische,3
25,SOM_TPF_00300_FA163E44569D-1bae-1a5ab700-44830-642af584-e0119.txt,hallo wunderschönen guten tag herzlich willkommen ziel name weiterhelfen bitte bitte möchten sim-karte aktivieren lautet persönliche kundenkennzahl bitte schicke e-mail vorläufiges kennwort sagen bitte bekommen e-mail ganz gerne schaue ganz kurz nee leider geändert problem ja bitte o. k. halten zugriff alte adresse e-mail adresse mal o. o. k. puck nummer sim-karte vielleicht frau arens aktivierung fahren tube eintragen leider möglichkeit e-mail persönliche kundenkennzahl wissen erst mal persönliche kundenkennzahl per post schicken erhalten innerhalb werktagen sobald melden sofort sim-karte aktivieren ja tage ganz genau tut leid möglichkeit einmalige code schicken per e-mail system hinterlegt alte adresse e-mail-adresse ändern heute e-mail-adresse leider sofort schicken dauert ungefähr woche adresse überprüft verifiziert grund wäre besser code per post schicken dauert ungefähr tagen ruf sim-karte aktivieren tut leid zugriff alte e-mail adresse gerne adresse system e-mail-adresse leider geändert gesagt punkt de e-mail-adresse rechnung weitere informationen system adresse e-mail-adresse alte momentan geht ende schicken inaktiv fall kriegen sms seite momentan gesagt möglichkeit tut leid bitte ja bitte bedanke wiederhören,0,sandmann arens tube os sandmann,2
26,SOM_SJJ_00388_FA163ED88855-1bef-bcb28700-413ef-642aa501-2d7f6.txt,hallo guten tag heute willkommen blau tun o. geben bitte erst mal persönliche kundenkennzahl -stellige nummer name mutter bitte telefon bringen sollen name geburtsdatum sagen ja hallo frau roter brauch geburtsdatum wegen datenschutz ja beziehung geburtsdatum danke schön tochter weitermachen ja erst mal sms schicken e-mail e-mail e-mail e-mail-adresse gesehen hinterlegt kennwort geben bitte -stellige nummer nein leider korrekt gerade e-mail geschickt hör ganz gut bitte nummer wiederholen ja ja ja danke schön geburtsdatum o. regel ändern namensänderung film wurde ändern inhaberwechsel anbieter einfach sagen nachweis kunde dritt kommen willst ja möglich rufnummer mitzunehmen nein leider wegen datenschutz gibt dinge namen geburtsdatum ändern leider geht müssen selber persönlich fragen online router inhaberwechsel bald kompliziert sachen geburtsdat gemeinsam verstehe leider ja gesagt einzige inhaltliche möglichkeit selber beitragen kunde ankommt alten vertrag beispiel anliegen vertrag namen beitragen geben geburtsdatum hinterlegt ganz egal persönlich kunde . person arbeit neue anbieter müssen anfragen beitragen ja vielleicht tun weitere fragen wünsche,0,dritt inhaltliche,2
27,SOM_135_00332_FA163E56E95C-1b1d-4a29f700-3e9ff-642abde7-58d32.txt,"herzlich willkommen blau name schritt helfen verlängerung gleich überprüfen darf bitte vollständigen namen bitten rufnummer handelt gleich frau entgültig hoffentlich namen richtig ausgesprochen danke vertrag wurde . verlängert erst . wurde tarifwechsel gemacht ab gestern läuft neuvertrag verlängerung vertrag gb datenvolumen rabatt hardware , , sollten vertrag bezahlen überprüfe gleich moment bitte bankkonto abgebucht sehen ja mandat bestätigt probleme abgebucht moment überprüfe gleich system laut system wartet versand schon moment moment überprüfe sicherheit nee immer vorbereitet dhl übernimmt moment finde heile übernimmt sendung verfolgung nummer erhalten ja k. vielleicht tun geschickt ja einzige rabatt bekommen rabatte leider kommen bedanke claudius geschickt vielleicht interesse partnerkarten guter anker angebote bestandskunden ja bieten zeit o. bedanke nette gespräch hätte kleine bitte wichtig mitarbeiter passieren gespräch sms e-mail kriegen - beste note freundlichkeit bewerten freuen danke schön schönen tag wünsche danke",1,entgültig claudius anker,3
28,SOM_CCX_00346_FA163ED88855-1bef-ba323700-3d4b5-642aa783-835be.txt,"hallo schönen guten tag service gleich tun ja kollege geschrieben erst rechnung reklamieren stimmt wollten besprochen , zahlen o. geben bitte persönliche kundenkennzahl stellige nummer bekommen vertragsabschluss vielen dank herr schicke wäre letzte rechnung aktuelle rechnung ja ja , schon barry kostet , stunden normalerweise normalerweise sollen zahlen , richtig ganz genau einmalige kosten zahlen einmalige kosten , nächste rechnung sollen , vertrag momentan vertrag anschlusspreis problem reklamieren ganz kurz gar sorge gäste schon o. könnten beispiel call bekommen danach mal prosa system gibt e-mail-adresse könnten bitte sagen o. geben bitte beides e-mail-adresse . . muck k. bestätigung per mail geschickt e-mail-adresse bestätigen kurz per mail bekommen ja bekommen innerhalb stunden innerhalb stunden ja richtig sorge techniker geredet einloggen einfach system beauftragen super danke irgendwelche fragen rechnung reklamation bearbeitung bearbeitet bekommen bestätigung einloggen könnten sollen trotzdem stunden warten bekommen einfach denke kleine bitte falls bewertung bekommen bewertet freue mädchen . vergeben o. danke bleiben gesund",0,einzustecken prosa walter. schäfer. muck reklamation mädchen.,3
29,SOM_VYD_00504_FA163E44569D-1bae-185a7700-42873-642adbd0-e5f37.txt,herzlich willkommen name weiterhelfen daten durchgeben bitte kundennummer ja k. kundenkennzahl hallo kundenkennzahl -stellige ja wann ja ja ja ja genau nummer mann lautet nummer mann lautet nummer mann ja ja müssen ja müssen nummer widerrufen widerrufen ja genau brauchen nummern bekommen aktive seit . märz sim-karten sogar bekommen ja ehemann müssen müssen widerrufen gehen app webseite melden geben rufen müssen vertrag rufnummer widerrufen innerhalb innerhalb tage müssen bezahlen mehr widerrufen vertrages ganz kurz vertrages tage aktiviert werktage tage zeit widerrufen o. nummer nummer müssen vertrag widerrufen bleiben alten anbieter sagen bleiben bleiben gar problem wurde ja zweimal abgelehnt wären neues handy bekommen entschuldigung ja wurde abgelehnt rufnummer wurde abgelehnt verstehen ja nein nein nein einfach widerruf behalten rufnummer alter anbieter ja gar problem gehen einfach melden tun widerruf hinterlegen tut leid kollege vielleicht falsche klar vertrag abgelehnt verstehen handy kommt ja rufnummer sagen karte müssen karte widerrufen ja tage widerrufsrecht vielleicht genau vielleicht rufst erwarten tun einfach widerrufen rufnummer wann nummer internet bezahlen o. klar o. klar o. ja tut leid durchgegangen ja gar problem klar schönen tag wiederhören,0,,0
30,SOM_SJJ_00558_FA163E52FD32-1a3b-6ebb700-3fcf5-642abb6e-61099.txt,herzlich willkommen beim o service sprechen tarifberater helfen richtig genau datensatz wendt sprechen herrn ronny ja schauen mal ja genau schauen reinmachen bearbeitung umzug müsste dsl abteilung weiterleiten ja kollege korrigieren ja ja wirklich nein leite direkt abteilung geholfen ja gerne moment kommen sofort dran wunderbar wartezeit ja gerne guten tag herzlich willkommen name weiterhelfen steht falsch vielleicht vielleicht jemand e-mail bestätigung gesendet steht bestätigt adresse baustelle burgen sorgen gerne brauchen ja verlängern herr sage kollegin verkaufen leider korrekt sagen kollege geld verdienen gerne verbindung setzen lange warteschleife warten meinte sofort müssen vertrag verlängern eben mobil lung no immobil fesch ja sehe gar verlängerung angeht mobilfunk schön geht geht vertragsverlängerung schon kunde vertragsverlängerung per anruf angenommen leider technikabteilung -tägiges widerrufsrecht fall falls möchten überprüfen kollegen sitzen auskennen bleiben bitte leitung herr kollegin erklärt entschuldigung gewartet stornieren o. geht geht erklären warum verlängerung stornieren möchten runter beispiel angebot falsch beratung tarif fehlende bestätigung zugesagt gutschrift eingerichtet vertragslaufzeit aufgrund auswählen kannst beratung o. ja ja tut leid ehrlich sagen genau kollege recht sozusagen konnte sagen vertrag verlängern lügen mache sofort gerne brauchen vielleicht o. k. wünsche schönen tag danke herr bleiben gesund,0,ronny burgen bayer lung immobil fesch auskennen bayer lügen bayer,2
31,SOM_VYD_00541_FA163ED88855-1bef-bb325700-3d352-642ade75-a12f0.txt,herzlich kommen service weiß wolltest tun kundennummer festnetznummer vorlesen k. moment persönliche kundenkennzahl vorlesen richtig verifiziert o. grillen brauche minute bisschen nachsehen komme gleich zurück bleiben separat bitte danke gesagt heute finden adresse vorlesen o. gibt bestätige aktivierungsdatum . . gibt neues freigeschaltet moment proofen wann termin bekommen kollege falsche termin gemacht gibt neue termin braucht werktagen zukunft freitag nächste link gemacht montag deswegen termin bestätigt fall mussten neues mitmachen werktagen problem festgestellt moment neues termin bekommen system zeigt werktagen möglich moment fall neuesten problem moment o. termin steht nachricht genau vorlesen familie kunden darüber terminverschiebung status möglich möchte bitte erhalt freigeschaltet bestätigung melden steht system moment o. k. fall nachher system schicken ganze situation beschreiben handynummer vorlesen handynummer vorlesen genau o. brauche ungefähr minute separat bitte danke o. k. nachricht deswegen gesendet ganze situation beschreibt warten rückmeldung neues termin leider leider steht nachricht system brauchen rückruf rückmeldung deswegen nachricht system gesendet bisschen warten heute : uhr genau genau system rückmeldung neues termin k. herr erwähnen ganz passieren sms bekommen freundlichkeit bewerten - beste note mithelfen mal o. danke herr grün wünsche schönen tag schönes woche bleiben gesund danke,0,termins beschreibt gründgens mithelfen,0
32,SOM_VYD_00531_FA163ED88855-1bef-bb325700-3bdb9-642aa1ce-3b6e2.txt,"herzlich willkommen ja ja ja ja aktiviert deaktiviert genau namen getrennt voneinander ja o. k. homebox bekommen gehabt ne dezember . o. k. moment bitte störung erkennen laut system ordnung leitungen betrifft tarif wären hunderter leitung potsdamer straße authentifiziert schon persönliche kundenkennzahl schon mal gut zugangsdaten wurde vertrag deaktiviert . dezember wurde direkt aktiviert neue genau ja verstehe prüfe mal ganz kurz mal zugangsdaten kurzen moment bitte strom besetzt gemacht heute heute super sehe gerade strom getrennt performance probleme geschwindigkeit probleme o. k. nutzen wlan lan kabel vielleicht irgendwo irgendwas irgendwelche gerät angeschlossen homebox ja ja ja genau namen angezeigt o. k. wlan verbindungsabbrüche wlan probleme grund grundsätzliche geschwindigkeitsprobleme nämlich heute großen schritte mal sehen ende rauskommt maximal bestätigt bandbreite gering ticket frau status laufe gehalt natürlich telefonnummer übernehmen gerade angezeigt ende ticket status per informiert jemand natürlich melden müssen ganze mal überprüfen test geht messungen usw. ansprechpartner frau automatisch hätten schon anlassen müssen ganz fälle geben beispiel , ghz vielleicht genutzt belastet sozusagen deswegen empfohlen ghz aktivieren namen müssen getrennt ja schon gemacht kanal genau kanal auto gestellt beispiel sagen halt überall belastet automatisch halt sucht freien kanälen gerne ja automatisch gesetzt gut gut o. gibt manchmal fälle störungen halt telefonisch leider behoben somit ticket erstellt wurde gerade system angegeben ticket erzeugt gerade gemerkt bekommen wenigen minuten sms ticket id laufe gehalten danke anruf wünsche angenehmen tag weiterhin fall zuge danke",0,zagiri potsdamer besetzt performance performance grundsätzliche geschwindigkeitsprobleme vori gehalt messungen funkkanal anlassen ghz belastet ghz belastet erzeugt,2
33,SOM_TPF_00900_FA163E52FD32-1a3b-96c0700-41c2d-642ad1f7-25184.txt,willkommen darf weiterhelfen leider extrem viele mitarbeiter vielleicht stelle arbeitet worum geht bestimmt weiterhelfen gerne problem gesagt per bekommen rufnummermitnahme ja o. k. anbieter anbieter o. premium bisschen interessant wieso bekommen wieso bekommen schon mal schnell ja verstehen ja ehrlich rufnummer mitgenommen rufnummer ja nein kleinen moment schicken kollegen macht system selber persönlich genau genau ganz kurz versuche mal lösung finden sms angekommen warten paar sekunden mal ja sms zugeschickt rufnummer ja k. kleinen moment warten schau mal ganz schnell los sofort zurück o. bitte auflegen nein nein nein leider möchten musik sollen einfach stumm lassen o. ganz kurz ja dran vielen dank gewartet . mal nachgeschaut rufnummermitnahme eigentlich wurde minuten bitte o. wurde minuten mal fahren kollegin eingegeben rufnummermitnahme gemacht momentan brauchen sms versuchen formular o. k. eingetragen warten stunden tag datum geben wann sagen wann mitgenommen nein bekommen e-mail müssen warten grund brauchen datum wann rufnummer mitgenommen gemacht bekommen e-mail sms wenigstens rückruf funktioniert sage bescheid wann rufnummer mitgenommen brauchen stunden wissen verstehen bestätigungen kommen geht rufnummer entweder rufnummer ende rufnummer rufnummer rufnummern getauscht rückruf sms schicken daten lieber kunde rufnummer . april mitgenommen . sofort o. eigentlich schon wars brauchen warten bisschen geduld verstehen hoffentlich bald o. gute vielen dank verständnis bleiben gesund,0,bestätigungen,0
